city,temperature,humidity,weather
Madgaon,27.96,51,clear sky
Maddūr,25.28,52,clear sky
Madanpur,21.47,71,overcast clouds
Madanapalle,21.38,81,clear sky
Machilīpatnam,25.57,78,clear sky
Machhlīshahr,21.52,52,clear sky
Māchhīwāra,16.84,27,clear sky
Mācherla,25.23,78,clear sky
Māchalpur,24.65,20,clear sky
Lunglei,19.52,64,overcast clouds
Lūnāvāda,26.09,22,clear sky
Luhāru,22.45,16,overcast clouds
Ludhiāna,16.51,26,clear sky
Lucknow,19.99,49,haze
Luckeesarai,21.24,71,broken clouds
Lotwāra,23.41,16,scattered clouds
Losal,19.57,18,clear sky
Lormi,21.14,63,scattered clouds
Loni,20.13,17,clear sky
Londa,22.2,43,clear sky
Lonavla,20.13,53,few clouds
Lonār,25.05,22,clear sky
Lohogaon,23.54,37,clear sky
Lohāru,22.12,17,clear sky
Lohārdagā,18.79,82,overcast clouds
Lohaghāt,7.88,27,clear sky
Lodhīkheda,25.28,19,few clouds
Lingsugūr,29.22,34,clear sky
Limbdi,28.06,18,clear sky
Leteri,23.18,20,clear sky
Leh,-18.96,72,clear sky
Lāwar Khās,19.67,17,clear sky
Laungowāl,17.12,24,clear sky
Latur,27.04,21,clear sky
Lāthi,26.2,38,clear sky
Lātehār,20.91,78,broken clouds
Lāsalgaon,23.15,29,clear sky
Lar,19.83,75,clear sky
Lansdowne,10.82,25,clear sky
Lānja,21.52,65,clear sky
Lālsot,22.03,18,few clouds
Lālpur,24.67,60,clear sky
Lalitpur,22.62,20,clear sky
Lalgudi,28.18,89,mist
Lālgola,22.21,64,overcast clouds
Lālganj,22.36,17,clear sky
Lālganj,21.12,79,clear sky
Lāla,21.19,71,overcast clouds
Lakshmeshwar,25.41,43,clear sky
Lakshettipet,27.24,57,few clouds
Laksar,17.97,23,clear sky
Lakhyabad,21.16,81,broken clouds
Lakhtar,27.58,21,clear sky
Lakhnādon,22.68,24,clear sky
Lakhnā,22.2,16,clear sky
Lakhipur,20.62,78,overcast clouds
Lakhipur,21.03,72,overcast clouds
Lakhīmpur,19.98,13,clear sky
Lākheri,23.58,20,clear sky
Lāharpur,20.81,13,clear sky
Lahār,22.68,18,clear sky
Lādwa,18.05,22,clear sky
Lādnūn,22.13,17,clear sky
Lachhmangarh Sīkar,20.94,17,clear sky
Kyelang,-18.34,83,broken clouds
Kuzhithurai,26.92,90,few clouds
Koothanallur,25.99,83,scattered clouds
Kuttālam,24.49,85,scattered clouds
Kutiyāna,24.87,58,clear sky
Kushtagi,27.66,31,clear sky
Kushālnagar,21.17,84,clear sky
Kushālgarh,25.74,22,clear sky
Kurud,23.84,62,few clouds
Kurinjippādi,26.64,80,clear sky
Kurgunta,29.91,37,overcast clouds
Kurduvādi,27.85,26,clear sky
Kurāra,24.17,17,clear sky
Kurandvād,24.72,34,clear sky
Kuppam,22.37,75,clear sky
Kanwar,22.83,18,clear sky
Kunnattūr,23.76,80,clear sky
Kunnamkulam,26.57,87,few clouds
Kunnamangalam,27.35,86,clear sky
Kunigal,24.29,56,clear sky
Kundla,25.71,44,clear sky
Kundgol,25.44,39,clear sky
Kundarkhi,18.9,17,clear sky
Kunda,22.74,19,clear sky
Kumta,26.64,69,clear sky
Kumsi,21.0,74,few clouds
Kūmher,22.23,16,broken clouds
Kumhāri,24.8,57,broken clouds
Kumbhrāj,23.65,20,clear sky
Kumbakonam,25.59,85,scattered clouds
Kumaralingam,24.6,76,clear sky
Kulu,3.78,47,broken clouds
Kulti,21.05,82,overcast clouds
Kulpahār,24.18,18,clear sky
Kulittalai,26.25,77,clear sky
Kulgam,5.94,53,clear sky
Kulattūr,28.29,73,overcast clouds
Kukshi,26.22,20,clear sky
Kūkatpalli,24.33,58,clear sky
Kuju,19.43,88,broken clouds
Kūdligi,27.37,43,broken clouds
Kudāl,23.52,60,clear sky
Kudachi,25.2,34,clear sky
Kūd,1.82,54,clear sky
Kuchera,23.08,19,clear sky
Kuchāman,19.95,19,clear sky
Kuchaiburi,20.33,87,broken clouds
Krishnarājpet,23.55,72,clear sky
Krishnanagar,20.84,79,overcast clouds
Krishnagiri,23.27,78,clear sky
Kozhikode,27.65,80,clear sky
Kozhikode,23.96,95,few clouds
Kovvūr,22.77,88,clear sky
Kovūr,25.09,86,clear sky
Kovilpatti,27.07,76,broken clouds
Kovalam,29.05,79,mist
Kovakulam,27.93,74,overcast clouds
Kotwa,23.55,34,clear sky
Kottūru,25.88,52,few clouds
Kottayam,24.88,94,broken clouds
Kottapalli,26.32,59,broken clouds
Kottaiyūr,27.6,75,clear sky
Kottagūdem,24.99,72,clear sky
Kotri,24.75,17,clear sky
Kotra,24.72,17,clear sky
Kotputli,21.41,17,clear sky
Kotma,19.51,74,clear sky
Kotkhai,3.62,72,clear sky
Kot Kapūra,16.07,26,clear sky
Kot Īsa Khān,15.94,30,clear sky
Kothi,23.15,24,clear sky
Kothāpet,27.64,54,broken clouds
Kotdwāra,19.21,22,clear sky
Kot Bhāi,17.98,22,clear sky
Kotār,22.88,42,clear sky
Kotapārh,21.78,53,broken clouds
Kotamangalam,25.84,94,scattered clouds
Kotagiri,15.15,84,scattered clouds
Kota,24.97,19,few clouds
Kota,20.87,77,scattered clouds
Kotā,21.29,63,few clouds
Kosigi,27.65,54,clear sky
Kosi,22.26,16,overcast clouds
Kosamba,25.12,59,clear sky
Korwai,23.7,20,clear sky
Koregaon,24.24,36,few clouds
Korba,22.11,58,scattered clouds
Koratla,27.17,57,broken clouds
Koratagere,24.41,56,clear sky
Korāput,22.24,40,clear sky
Korampallam,27.68,77,overcast clouds
Korādi,25.01,65,haze
Koradāchcheri,26.0,83,scattered clouds
Kora,23.13,17,clear sky
Koppal,28.22,37,scattered clouds
Koppa,19.76,89,few clouds
Kopargaon,24.38,27,clear sky
Kopāganj,20.51,70,clear sky
Konnūr,25.34,32,clear sky
Konnagar,21.99,83,haze
Konganāpuram,27.49,68,clear sky
Kondotty,27.28,89,few clouds
Kondapalle,22.48,84,clear sky
Kondalwādi,27.15,44,clear sky
Kondagaon,23.28,57,overcast clouds
Konch,24.4,17,clear sky
Konārka,24.47,85,clear sky
Konanūr,22.24,78,clear sky
Kombai,23.54,88,clear sky
Kolasib,17.64,68,overcast clouds
Kollegāl,24.65,60,clear sky
Kolhāpur,23.51,34,clear sky
Kolāras,23.34,20,clear sky
Kolār,21.41,78,clear sky
Kolagallu,29.51,37,scattered clouds
Colachel,27.14,90,scattered clouds
Kokrajhar,21.17,79,overcast clouds
Kohima,14.21,79,overcast clouds
Koelwār,21.95,82,clear sky
Kodungallūr,26.0,89,broken clouds
Kodumudi,26.48,74,clear sky
Kodoli,23.5,33,clear sky
Kodlipet,20.31,86,few clouds
Kodīnar,24.28,73,clear sky
Kodigenahalli,25.81,53,clear sky
Kodarmā,20.22,83,overcast clouds
Kodār,24.73,79,clear sky
Kodala,22.7,94,overcast clouds
Kodaikānāl,12.26,97,few clouds
Kuchinda,24.79,53,broken clouds
Koch Bihār,20.72,76,overcast clouds
Koāth,20.62,82,clear sky
Kizhake Chālakudi,25.98,89,mist
Kithor,19.63,17,clear sky
Kishtwār,6.77,40,clear sky
Kishni,21.98,14,clear sky
Kishanpur,23.05,18,clear sky
Kishangarh,21.17,17,clear sky
Kishangarh,20.47,23,clear sky
Kishanganj,20.01,77,overcast clouds
Kiri Buru,20.75,87,overcast clouds
Kīratpur,18.07,20,clear sky
Kiraoli,22.13,16,broken clouds
Kīranūr,25.92,69,clear sky
Kīranūr,27.84,82,clear sky
Kirākat,20.04,67,clear sky
Kinwat,29.37,29,overcast clouds
Kilvelur,26.72,80,broken clouds
Kichha,17.31,20,clear sky
Khūtār,18.93,14,clear sky
Khusropur,20.13,82,clear sky
Khurja,20.5,19,scattered clouds
Khurda,22.95,98,scattered clouds
Khurāsa,21.44,18,clear sky
Khurai,23.58,19,clear sky
Khunti,16.06,85,few clouds
Khuldābād,24.07,23,clear sky
Khujner,24.09,21,clear sky
Khudāganj,20.05,14,clear sky
Khowai,22.56,57,overcast clouds
Khopoli,22.77,61,clear sky
Khonsa,16.85,81,overcast clouds
Khirkiyān,25.48,19,clear sky
Khilchipur,24.59,20,clear sky
Khetwādi,25.98,73,haze
Khetri,20.22,17,clear sky
Khetia,26.49,25,clear sky
Kheri,20.24,13,clear sky
Kherālu,24.95,21,clear sky
Kheradi,25.97,20,clear sky
Khem Karan,16.49,26,clear sky
Khekra,20.5,18,clear sky
Khedbrahma,25.12,22,clear sky
Kheda,24.8,23,clear sky
Khed,21.36,41,clear sky
Khed,21.75,59,few clouds
Khawhai,13.91,87,few clouds
Khaur,18.65,37,clear sky
Khātra,20.4,81,overcast clouds
Khatīma,17.85,17,clear sky
Khātegaon,24.39,21,clear sky
Khatauli,17.84,19,clear sky
Khārupatia,20.89,77,overcast clouds
Kharsia,24.53,47,overcast clouds
Kharsāwān,20.89,80,overcast clouds
Kharod,23.57,54,broken clouds
Kharkhauda,19.27,21,clear sky
Kharkhauda,19.55,17,clear sky
Kharhiāl,27.39,34,overcast clouds
Khargupur,20.8,18,clear sky
Khargone,26.21,23,clear sky
Khargāpur,23.35,19,clear sky
Kharela,24.27,18,clear sky
Khardah,21.99,83,haze
Kharar,18.92,22,clear sky
Kharar,20.78,78,broken clouds
Kharakvasla,21.89,40,clear sky
Kharagpur,21.74,68,overcast clouds
Kharagpur,21.49,79,broken clouds
Khāpri,25.05,65,haze
Khāpa,25.32,21,few clouds
Khānpur,19.79,18,clear sky
Khānpur,24.4,20,clear sky
Khanna,17.21,26,clear sky
Khandwa,25.65,22,clear sky
Khāndsa,20.05,60,haze
Khandela,18.87,19,clear sky
Khānāpur,23.28,35,few clouds
Khammam,24.45,77,clear sky
Khamharia,24.6,53,overcast clouds
Khāmgaon,26.48,21,clear sky
Khambhāt,26.68,35,clear sky
Khambhāliya,23.92,78,clear sky
Khamaria,22.86,36,clear sky
Khamānon Kalān,17.57,25,clear sky
Khallikot,24.24,88,broken clouds
Khalīlābād,20.06,27,clear sky
Khajuraho Group of Monuments,24.01,19,clear sky
Khairāgarh,22.27,16,scattered clouds
Khairāgarh,25.4,53,broken clouds
Khairābād,20.88,14,clear sky
Khair,21.35,17,overcast clouds
Khailār,23.52,18,clear sky
Khagaul,21.97,64,haze
Khagaria,21.31,76,overcast clouds
Khāga,22.68,18,clear sky
Khadki,23.46,39,clear sky
Khada,19.24,34,clear sky
Khāchrod,24.41,22,clear sky
Kesinga,27.99,23,overcast clouds
Keshorai Pātan,24.59,20,few clouds
Keshod,24.1,45,clear sky
Kerūr,26.68,29,clear sky
State of Kerala,25.82,95,broken clouds
Keonjhargarh,20.54,91,broken clouds
Kenduadīh,21.27,79,overcast clouds
Kendrāparha,23.2,92,clear sky
Kenda,20.27,77,overcast clouds
Kemrī,18.26,18,clear sky
Kelwa,21.6,22,clear sky
Kelamangalam,19.04,80,clear sky
Kekri,23.86,20,clear sky
Kayattār,27.2,76,overcast clouds
Kāyankulam,26.63,82,scattered clouds
Kayalpattinam,27.91,77,overcast clouds
Kawardha,22.6,48,scattered clouds
Kawānt,24.9,28,clear sky
Kāveripatnam,23.68,78,clear sky
Kavaratti,29.01,65,clear sky
Kāvali,25.9,81,clear sky
Kāttupputtūr,26.42,76,clear sky
Kattivākkam,28.4,78,clear sky
Kātrās,21.2,80,overcast clouds
Katra,13.42,43,clear sky
Katra,20.6,17,clear sky
Katpur,24.65,71,clear sky
Kātpādi,24.02,87,clear sky
Kātoya,20.81,77,overcast clouds
Kātol,25.74,19,clear sky
Katihar,19.91,79,overcast clouds
Kāti,29.0,18,few clouds
Kathua,17.35,39,clear sky
Kāthor,25.43,53,clear sky
Kathāra,22.52,18,clear sky
Katghora,20.92,67,clear sky
Katangi,22.25,28,clear sky
Katangi,26.03,38,broken clouds
Kasrāwad,26.83,19,clear sky
Kashipur,18.02,21,clear sky
Kāsganj,21.07,15,scattered clouds
Kasauli,14.13,31,clear sky
Kāsaragod,24.71,81,clear sky
Kāsan,19.9,18,clear sky
Karwar,26.25,64,clear sky
Karur,26.47,75,clear sky
Karumbākkam,27.8,82,clear sky
Kartārpur,16.16,32,clear sky
Kārsiyāng,13.22,85,overcast clouds
Karrāpur,23.09,20,clear sky
State of Karnataka,24.24,69,clear sky
Karnāl,17.61,21,clear sky
Karmāla,27.32,28,clear sky
Kārkala,26.9,82,few clouds
Karjat,22.82,61,clear sky
Kariapatti,27.29,89,mist
Karīmpur,21.53,70,overcast clouds
Karīmnagar,26.29,59,broken clouds
Karīmganj,21.79,69,overcast clouds
Karhal,21.91,15,scattered clouds
Kargil,-23.44,87,overcast clouds
Karera,23.59,19,clear sky
Kareli,24.03,24,clear sky
Karchana,22.7,40,clear sky
Karauli,23.42,17,clear sky
Karārkhera,23.27,18,clear sky
Karārī,23.29,25,clear sky
Kāranja,25.88,21,clear sky
Karamsad,25.33,23,clear sky
Karambakkudi,26.53,81,clear sky
Kāramadai,25.93,74,few clouds
Kāraikkudi,27.48,75,clear sky
Kāraikāl,27.01,79,broken clouds
Karād,24.01,34,scattered clouds
Kapūrthala,16.11,32,clear sky
Captainganj,19.46,61,clear sky
Kāpren,24.3,20,clear sky
Kaparwār,20.04,72,clear sky
Kapadvanj,24.68,24,clear sky
Kantilo,23.03,94,clear sky
Kānth,18.42,18,clear sky
Kantābānji,27.62,35,overcast clouds
Kānt,20.7,13,clear sky
Kanpur,22.08,18,clear sky
Kānota,23.18,33,haze
Kānor,22.62,23,clear sky
Kānodar,24.14,23,clear sky
Kannod,24.68,21,clear sky
Kanniyākumāri,28.06,74,overcast clouds
Kannauj,22.09,15,clear sky
Kānnangād,25.52,81,clear sky
Kannad,23.58,24,clear sky
Kānkon,25.26,64,clear sky
Kankipādu,23.86,84,clear sky
Kānker,23.65,57,broken clouds
Kānke,16.01,94,thunderstorm with light rain
Kankauli,22.04,62,clear sky
Kanigiri,24.65,83,clear sky
Kāngar,16.08,35,few clouds
Kangayam,25.7,74,clear sky
Kandukūr,25.81,81,clear sky
Kāndri,25.56,23,scattered clouds
Kāndra,21.45,77,overcast clouds
Kāndla,27.14,33,clear sky
Kāndi,20.88,76,broken clouds
Kāndhla,18.02,19,clear sky
Kanchipuram,24.71,86,clear sky
Kānkānhalli,24.63,59,clear sky
Kanadukattan,27.21,75,clear sky
Kamuthi,27.82,75,broken clouds
Kāmthi,25.19,22,clear sky
Kampli,30.21,32,broken clouds
Kampil,21.49,13,few clouds
Cumbum,23.09,90,clear sky
Kāmārhāti,21.99,83,haze
Kāmāreddi,26.41,52,overcast clouds
Kāman,22.53,16,overcast clouds
Kamalpur,22.35,58,overcast clouds
Kamalganj,21.83,13,clear sky
Kāmalāpuram,27.41,61,clear sky
Kāmākhyānagar,23.52,80,broken clouds
Kalyani,21.5,70,overcast clouds
Kalyān,25.28,45,clear sky
Kālundri,24.8,62,clear sky
Kalugumalai,26.97,75,broken clouds
Kālpi,23.96,17,clear sky
Kalpatta,20.75,99,few clouds
Kālol,25.57,23,clear sky
Kālna,20.79,78,overcast clouds
Kalmeshwar,24.79,22,clear sky
Kallupatti,26.98,75,broken clouds
Kallidaikurichi,26.23,83,scattered clouds
Kallakkurichchi,25.7,80,clear sky
Kālkāji Devi,20.05,60,haze
Kālka,17.55,27,clear sky
Kāliyāganj,20.8,74,overcast clouds
Kanīna Khās,20.87,17,clear sky
Kālīnagar,17.07,18,clear sky
Kālimpong,17.26,80,overcast clouds
Kālikāpur,21.86,78,broken clouds
Kalghatgi,24.21,47,clear sky
Kalavai,24.62,86,clear sky
Kālāvad,25.01,56,clear sky
Kalas,25.95,32,clear sky
Kālānwāli,17.46,22,clear sky
Kalanaur,15.63,37,clear sky
Kalānaur,19.97,20,clear sky
Kalamnūri,26.46,22,clear sky
Kalamb,22.17,37,clear sky
Kalakkādu,25.77,83,overcast clouds
Kalaīkunda,21.78,78,broken clouds
Kālāgarh Project Colony,17.42,23,clear sky
Kālādhūngi,19.28,18,clear sky
Kāla,23.29,34,scattered clouds
Kakrāla,20.78,14,few clouds
Kākori,19.97,49,haze
Kākora,20.73,14,few clouds
Kākināda,22.1,90,clear sky
Kakching,13.96,92,overcast clouds
Kakarmatha,20.01,69,clear sky
Kaithan Khera,21.74,17,clear sky
Kaithal,17.88,22,clear sky
Kairāna,17.73,19,clear sky
Kaintragarh,25.6,55,overcast clouds
Kaimori,23.5,27,clear sky
Kaimganj,21.61,13,few clouds
Kailāshahar,22.42,58,overcast clouds
Kailāras,22.81,20,scattered clouds
Kaikalūr,23.88,83,clear sky
Kāgal,23.65,35,clear sky
Kadūr,24.11,68,clear sky
Kadod,24.68,50,clear sky
Kadiri,25.07,63,clear sky
Kādīpur,21.49,23,clear sky
Kadi,24.45,24,clear sky
Kadaura,24.35,16,clear sky
Kadambūr,27.02,76,overcast clouds
Kadayanallur,25.94,82,few clouds
Kānchrāpāra,21.55,69,overcast clouds
Kachhwa,19.99,69,clear sky
Kachhauna,21.56,15,clear sky
Kabrāi,24.35,18,clear sky
Jutogh,7.53,52,clear sky
Junnar,21.37,37,clear sky
Jūnāgarh,25.05,43,overcast clouds
Jūnāgadh,25.46,37,clear sky
Jumri Tilaiyā,20.34,81,overcast clouds
Jalandhar,16.6,29,clear sky
Shādīpur Julāna,19.13,19,clear sky
Jugsālai,22.27,74,overcast clouds
Jubbal,4.39,71,clear sky
Jua,27.99,60,clear sky
Joshīmath,3.11,47,scattered clouds
Jorhāt,22.89,49,overcast clouds
Jora,22.8,20,few clouds
Jonāpura,22.18,20,clear sky
Jalārpet,23.62,77,clear sky
Jogindarnagar,12.53,40,broken clouds
Jogīghopa,20.58,79,overcast clouds
Jogbani,20.55,85,overcast clouds
Jodiya Bandar,26.13,57,clear sky
Jodhpur,24.82,19,clear sky
Jodhpur,24.46,64,clear sky
Jobner,17.64,21,clear sky
Jobat,25.39,20,clear sky
Jīran,23.19,24,clear sky
Jintūr,26.36,22,clear sky
Jīnd,18.2,19,clear sky
Jhūsi,22.51,45,clear sky
Jhunjhunūn,21.92,17,clear sky
Jhinjhāna,17.48,20,clear sky
Jhīnjhak,22.47,17,clear sky
Jharsuguda,22.73,67,overcast clouds
Jharol,22.21,24,clear sky
Jharia,21.29,78,overcast clouds
Jhārgrām,21.86,76,broken clouds
Jhānsi,23.51,18,clear sky
Jhanjhārpur,19.82,88,broken clouds
Jhālu,18.1,19,clear sky
Jhālrapātan,24.08,20,clear sky
Jhalidā,19.48,84,scattered clouds
Jhālāwār,24.3,20,clear sky
Jhajjar,19.59,20,clear sky
Jhā-Jhā,20.59,78,broken clouds
Jhābua,25.33,21,clear sky
Jewar,20.96,18,scattered clouds
Jevargi,31.14,30,broken clouds
Jetpur,25.21,24,clear sky
Jetpur,25.37,39,clear sky
Jetalsar,25.29,40,clear sky
Jejūri,23.89,32,clear sky
Jeypore,23.96,40,clear sky
Jaynagar,20.44,86,clear sky
Jaynagar-Majilpur,22.85,63,clear sky
Jaykaynagar,21.22,81,broken clouds
Jayamkondacholapuram,25.47,86,clear sky
Jawhār,21.36,35,clear sky
Iāwar,23.06,23,clear sky
Jawāla Mukhi,14.57,35,clear sky
Jawāharnāgar,20.06,60,haze
Jāwad,22.11,24,scattered clouds
Jaunpur,21.21,60,clear sky
Jatwāra,20.4,19,clear sky
Jatāra,24.1,18,clear sky
Jatani,23.02,78,mist
Jaswantnagar,22.04,15,scattered clouds
Jasrāna,21.85,14,few clouds
Jaspur,18.15,20,clear sky
Jaso,23.42,19,clear sky
Jasidih,20.23,83,light rain
Jashpurnagar,16.7,88,scattered clouds
Jasdan,26.32,29,clear sky
Jarwal,21.57,18,clear sky
Jaorā,24.76,21,clear sky
Jānsath,17.49,19,clear sky
Jangipur,22.5,61,overcast clouds
Jangaon,24.44,67,clear sky
Jandiāla Gurū,17.96,30,clear sky
Jandiāla,16.59,27,clear sky
Jāmuria,20.93,81,overcast clouds
Jamūī,21.04,75,scattered clouds
Jāmtāra,20.29,85,overcast clouds
Jamshedpur,22.31,74,overcast clouds
Jamnagar,25.59,53,clear sky
State of Jammu and Kashmīr,-26.24,100,broken clouds
Jammu,16.46,37,clear sky
Jammalamadugu,27.2,62,clear sky
Jamkhandi,26.75,29,clear sky
Jambusar,27.62,27,clear sky
Jamālpur,20.81,19,clear sky
Jamālpur,21.74,71,overcast clouds
Jāmai,21.68,17,clear sky
Jāmadoba,21.33,78,overcast clouds
Jalpāiguri,19.25,79,overcast clouds
Jalor,25.36,19,clear sky
Jālna,25.1,23,few clouds
Jalgaon Jamod,26.78,19,clear sky
Jalgaon,26.49,21,clear sky
Jalgaon,22.81,67,few clouds
Jaleshwar,20.82,80,few clouds
Jalesar,22.63,14,overcast clouds
Jālaun,24.02,17,clear sky
Jalālpur,21.34,22,clear sky
Jalālpur,25.79,66,clear sky
Jalālī,21.05,16,overcast clouds
Jalālābād,18.09,20,clear sky
Jalālābad,17.43,20,clear sky
Jalālābād,21.0,13,clear sky
Jalakandapuram,27.25,67,clear sky
Jākhal,16.75,23,clear sky
Jājpur,22.51,86,few clouds
Jaito,16.61,25,clear sky
Jaithāri,24.69,22,clear sky
Jaitāran,23.05,20,clear sky
Jait,21.84,16,overcast clouds
Jaisingpur,24.85,33,clear sky
Jaisinghnagar,22.03,59,few clouds
Jaisalmer,26.89,15,clear sky
Jais,22.28,18,clear sky
Jaipur,22.62,33,haze
Jaipur,19.4,84,broken clouds
Jaipur,22.88,19,clear sky
Jainpur,20.36,67,clear sky
Jahāzpur,23.55,21,scattered clouds
Jahāngīrpur,20.78,18,scattered clouds
Jahāngīrābād,20.03,18,few clouds
Jahāngīrābād,23.01,45,clear sky
Jahānābād,17.73,18,clear sky
Jahānābād,19.67,82,scattered clouds
Jagtiāl,26.71,58,scattered clouds
Jagraon,16.52,27,clear sky
Jagnair,22.61,16,scattered clouds
Jaggayyapeta,24.91,80,clear sky
Jagdīspur,20.66,83,clear sky
Jagdalpur,22.4,49,broken clouds
Jagatsinghapur,22.57,95,clear sky
Jagannāthpur,20.56,84,overcast clouds
Jagalūr,26.41,51,scattered clouds
Jagādhri,17.56,27,clear sky
Jabalpur,22.9,37,clear sky
Itwa,21.77,16,clear sky
Itimādpur,23.13,14,broken clouds
Itaunja,21.06,17,clear sky
Itārsi,23.97,20,clear sky
Itānagar,16.2,85,overcast clouds
Islāmpur,19.04,73,overcast clouds
Islāmpur,19.76,82,clear sky
Islāmnagar,19.95,16,clear sky
Isāgarh,23.13,20,clear sky
Irugūr,25.96,72,clear sky
Irinjālakuda,25.94,91,broken clouds
Ingrāj Bāzār,20.94,69,overcast clouds
Indri,17.96,21,clear sky
Indraprast,20.1,15,clear sky
Indore,22.67,24,clear sky
Republic of India,25.71,22,clear sky
Indi,30.91,18,scattered clouds
Indergarh,22.34,14,clear sky
Indāpur,22.94,65,clear sky
Imphal,16.23,76,overcast clouds
Iluppūr,27.64,81,clear sky
Ilkal,29.83,26,clear sky
Ilampillai,26.19,71,clear sky
Iklehra,23.4,24,clear sky
Ikauna,20.51,17,clear sky
Iglās,21.52,17,overcast clouds
Igatpuri,21.79,32,clear sky
Idukki,19.68,92,clear sky
Idappadi,27.72,78,clear sky
Ichhāwar,23.37,23,clear sky
Ichchāpuram,23.53,83,broken clouds
Ichalkaranji,24.24,34,clear sky
Hyderabad,24.73,64,broken clouds
Hyderābād,24.13,64,broken clouds
Hadagalli,27.72,44,broken clouds
Husainābād,21.68,77,broken clouds
Hunsūr,23.67,77,clear sky
Hungund,30.17,23,clear sky
Hukeri,24.77,32,clear sky
Hugli,21.97,68,overcast clouds
Hubli,25.47,37,clear sky
Howli,21.19,73,overcast clouds
Hosūr,22.99,79,clear sky
Hospet,29.1,38,overcast clouds
Hoskote,24.37,72,few clouds
Hoshiārpur,17.29,27,clear sky
Hoshangābād,24.53,19,clear sky
Hosdurga,24.98,60,clear sky
Hosangadi,22.67,82,clear sky
Hosanagara,20.82,83,clear sky
Hosakote,27.26,45,clear sky
Honnāli,24.65,62,scattered clouds
Honāvar,25.24,75,clear sky
Homnābād,28.59,37,scattered clouds
Hole Narsipur,22.86,74,clear sky
Holalkere,24.49,65,clear sky
Hojāi,20.76,73,overcast clouds
Hodal,22.02,17,broken clouds
Hisuā,21.98,72,broken clouds
Hisar,20.45,18,clear sky
Hiriyūr,27.37,49,scattered clouds
Hirekerūr,23.81,60,broken clouds
Hīrāpur Hamesha,25.65,45,scattered clouds
Hirānagar,17.46,38,clear sky
Hīrākud,24.22,53,overcast clouds
Hinjilikatu,21.75,88,overcast clouds
Hingoli,26.66,22,clear sky
Hinganghāt,27.98,24,scattered clouds
Hindupur,25.99,53,clear sky
Hindoria,24.22,20,clear sky
Hindaun,22.98,16,scattered clouds
Himatnagar,24.39,22,clear sky
State of Himāchal Pradesh,8.94,56,clear sky
Hilsa,20.08,81,clear sky
Hesla,19.59,92,broken clouds
Harbatpur,18.02,38,clear sky
Hempur,20.57,14,clear sky
Heggadadevankote,23.94,79,clear sky
Hazāribāgh,17.95,92,overcast clouds
Hāveri,24.95,54,scattered clouds
Hatta,24.56,18,clear sky
Hātod,22.69,25,clear sky
Hatiā,15.94,94,thunderstorm with light rain
Hāthras,21.55,16,overcast clouds
Hātā,19.52,67,clear sky
Hastināpur,18.24,19,clear sky
Hassan,21.91,76,few clouds
Hāsimāra,20.09,64,overcast clouds
Hasanpur,19.61,17,clear sky
Hasanpur,21.54,17,broken clouds
State of Haryāna,20.74,19,clear sky
Harūr,23.34,85,clear sky
Harsūd,25.89,20,clear sky
Harrai,22.72,22,clear sky
Harpanahalli,25.87,51,scattered clouds
Harpālpur,24.33,18,clear sky
Harnai,25.37,64,clear sky
Haringhāta,21.4,71,overcast clouds
Hārij,25.63,24,clear sky
Harihar,25.52,55,scattered clouds
Haridwar,16.98,29,clear sky
Hariāna,17.29,29,clear sky
Harduāganj,20.94,17,overcast clouds
Hardoī,21.1,14,clear sky
Harda Khās,24.52,20,clear sky
Haraiya,21.9,17,clear sky
Hāpur,19.0,19,clear sky
Hāora,22.0,83,haze
Hanumāngarh,20.36,20,clear sky
Hansot,25.97,53,clear sky
Hānsi,20.45,19,clear sky
Hāngal,23.78,59,few clouds
Handiā,21.89,47,clear sky
Hampi,29.24,35,broken clouds
Hamīrpur,12.78,43,clear sky
Hamīrpur,23.96,17,clear sky
Halvad,27.26,21,clear sky
Hālol,25.38,23,clear sky
Haliyal,23.81,44,clear sky
Hālīsahar,21.56,68,overcast clouds
Halena,22.71,16,overcast clouds
Haldwani,19.07,18,clear sky
Haldībāri,19.87,74,overcast clouds
Haldaur,18.17,19,clear sky
Hājo,21.02,83,mist
Hājipur,17.52,38,clear sky
Hājīpur,21.99,64,haze
Hājan,6.75,40,clear sky
Hailākāndi,21.51,69,overcast clouds
Hāflong,17.7,80,overcast clouds
Hadgāon,29.13,20,overcast clouds
Hābra,21.94,67,overcast clouds
Gyānpur,21.5,60,clear sky
Gwalior,22.33,20,clear sky
Guskhara,20.35,81,overcast clouds
Guruvāyūr,27.54,83,few clouds
Guru Har Sahāi,17.19,20,clear sky
Gursarāi,24.15,17,clear sky
Gursahāiganj,22.03,14,clear sky
Gurpūr,26.89,78,few clouds
Gurmatkāl,26.81,47,broken clouds
Gurh,22.3,57,clear sky
Gurgaon,20.02,60,haze
Gurgaon,21.31,18,clear sky
Gunupur,23.41,87,scattered clouds
Guntur,24.6,81,clear sky
Guntakal Junction,27.5,48,clear sky
Gunnaur,20.41,17,broken clouds
Gunjrauliyā,19.29,70,clear sky
Gundlupēt,23.34,65,clear sky
Guna,23.37,20,clear sky
Gummidipundi,25.68,83,clear sky
Gumlā,18.99,80,overcast clouds
Gumia,20.55,86,light rain
Guledagudda,28.03,24,clear sky
Gulbarga,31.31,23,broken clouds
Gulāothi,19.58,19,clear sky
